,Patient,Gene1,Gene2,Edge,Curvature,Response
19264,HOP62_LUNG,MSH6,RFC2,MSH6;RFC2,0.3,1
19265,HOP62_LUNG,MSH6,RPA1,MSH6;RPA1,0.22,1
19266,HOP62_LUNG,MSH6,PCNA,MSH6;PCNA,-0.21,1
19267,HOP62_LUNG,MSH6,CHEK2,MSH6;CHEK2,0.18,1
19268,HOP62_LUNG,MSH6,BRCA1,MSH6;BRCA1,-0.12,1
19269,HOP62_LUNG,EXOSC4,SUPV3L1,EXOSC4;SUPV3L1,-0.05,1
19270,HOP62_LUNG,PAK4,NCK2,PAK4;NCK2,0.42,1
19271,HOP62_LUNG,PAK4,ITGB5,PAK4;ITGB5,0.33,1
19272,HOP62_LUNG,PAK4,NCK1,PAK4;NCK1,0.23,1
19273,HOP62_LUNG,PAK4,CDC42,PAK4;CDC42,0.05,1
19274,HOP62_LUNG,VDAC1,FIS1,VDAC1;FIS1,0.14,1
19275,HOP62_LUNG,VDAC1,SLC25A4,VDAC1;SLC25A4,0.33,1
19276,HOP62_LUNG,VDAC1,BAX,VDAC1;BAX,0.12,1
19277,HOP62_LUNG,VDAC1,CYCS,VDAC1;CYCS,0.19,1
19278,HOP62_LUNG,VDAC1,HSPD1,VDAC1;HSPD1,0.09,1
19279,HOP62_LUNG,VDAC1,ACBD3,VDAC1;ACBD3,0.11,1
19280,HOP62_LUNG,VDAC1,SQSTM1,VDAC1;SQSTM1,0.06,1
19281,HOP62_LUNG,VDAC1,GAPDH,VDAC1;GAPDH,-0.08,1
19282,HOP62_LUNG,VDAC1,HK1,VDAC1;HK1,-0.25,1
19283,HOP62_LUNG,MRPL12,OXA1L,MRPL12;OXA1L,0.46,1
19284,HOP62_LUNG,MRPL12,MRPS2,MRPL12;MRPS2,0.52,1
19285,HOP62_LUNG,MRPL12,MRPL19,MRPL12;MRPL19,0.49,1
19286,HOP62_LUNG,MRPL12,RPS5,MRPL12;RPS5,-0.12,1
19287,HOP62_LUNG,MRPL12,POLR1C,MRPL12;POLR1C,0.21,1
19288,HOP62_LUNG,KIF2C,AURKA,KIF2C;AURKA,0.39,1
19289,HOP62_LUNG,KIF2C,CCNB1,KIF2C;CCNB1,0.25,1
19290,HOP62_LUNG,KIF2C,CENPE,KIF2C;CENPE,0.41,1
19291,HOP62_LUNG,KIF2C,CCNB2,KIF2C;CCNB2,0.35,1
19292,HOP62_LUNG,KIF2C,MELK,KIF2C;MELK,0.47,1
19293,HOP62_LUNG,KIF2C,PLK1,KIF2C;PLK1,0.29,1
19294,HOP62_LUNG,KIF2C,BIRC5,KIF2C;BIRC5,0.4,1
19295,HOP62_LUNG,KIF2C,AURKB,KIF2C;AURKB,0.46,1
19296,HOP62_LUNG,KIF2C,UBE2C,KIF2C;UBE2C,0.46,1
19297,HOP62_LUNG,KIF2C,KIF14,KIF2C;KIF14,0.34,1
19298,HOP62_LUNG,KIF2C,NUSAP1,KIF2C;NUSAP1,0.44,1
19299,HOP62_LUNG,KIF2C,CDK1,KIF2C;CDK1,0.23,1
19300,HOP62_LUNG,KIF2C,KIF20A,KIF2C;KIF20A,0.5,1
19301,HOP62_LUNG,KIF2C,CCNA2,KIF2C;CCNA2,0.19,1
19302,HOP62_LUNG,KIF2C,TOP2A,KIF2C;TOP2A,0.45,1
19303,HOP62_LUNG,KIF2C,CDC20,KIF2C;CDC20,0.39,1
19304,HOP62_LUNG,KIF2C,CDC45,KIF2C;CDC45,0.26,1
19305,HOP62_LUNG,CAPN1,BAX,CAPN1;BAX,-0.12,1
19306,HOP62_LUNG,CAPN1,BID,CAPN1;BID,-0.05,1
19307,HOP62_LUNG,CLTB,CLTC,CLTB;CLTC,-0.74,1
19308,HOP62_LUNG,CLTB,EPN2,CLTB;EPN2,0.77,1
19309,HOP62_LUNG,DRAP1,TBP,DRAP1;TBP,0.23,1
19310,HOP62_LUNG,PTPN1,PTPRF,PTPN1;PTPRF,0.33,1
19311,HOP62_LUNG,PTPN1,SRC,PTPN1;SRC,-0.22,1
19312,HOP62_LUNG,PTPN1,IGF1R,PTPN1;IGF1R,0.02,1
19313,HOP62_LUNG,PRKACA,NFKBIA,PRKACA;NFKBIA,-0.35,1
19314,HOP62_LUNG,PRKACA,BAX,PRKACA;BAX,-0.84,1
19315,HOP62_LUNG,PRKACA,FOS,PRKACA;FOS,0.09,1
19316,HOP62_LUNG,PRKACA,IGF1R,PRKACA;IGF1R,-0.16,1
19317,HOP62_LUNG,PRKACA,JUN,PRKACA;JUN,-0.16,1
19318,HOP62_LUNG,PRKACA,PTK2,PRKACA;PTK2,-0.2,1
19319,HOP62_LUNG,PRKACA,CSNK1E,PRKACA;CSNK1E,-0.39,1
19320,HOP62_LUNG,PRKACA,CREB1,PRKACA;CREB1,0.06,1
19321,HOP62_LUNG,PRKACA,FOXO3,PRKACA;FOXO3,-0.09,1
19322,HOP62_LUNG,PRKACA,RHOA,PRKACA;RHOA,-0.39,1
19323,HOP62_LUNG,PRKACA,BAD,PRKACA;BAD,-0.12,1
19324,HOP62_LUNG,PRKACA,NCOA3,PRKACA;NCOA3,0.2,1
19325,HOP62_LUNG,FOS,CCND1,FOS;CCND1,-5.33,1
19326,HOP62_LUNG,FOS,STAT3,FOS;STAT3,-4.42,1
19327,HOP62_LUNG,FOS,NCOA3,FOS;NCOA3,-0.77,1
19328,HOP62_LUNG,FOS,MAPK9,FOS;MAPK9,-5.37,1
19329,HOP62_LUNG,FOS,JUN,FOS;JUN,-3.6,1
19330,HOP62_LUNG,FOS,SRC,FOS;SRC,-5.11,1
19331,HOP62_LUNG,FOS,SMAD3,FOS;SMAD3,-5.39,1
19332,HOP62_LUNG,FOS,CREB1,FOS;CREB1,-3.3,1
19333,HOP62_LUNG,FOS,MYC,FOS;MYC,-6.06,1
19334,HOP62_LUNG,FOS,STAT1,FOS;STAT1,-3.93,1
19335,HOP62_LUNG,TFDP1,CDK2,TFDP1;CDK2,0.16,1
19336,HOP62_LUNG,TFDP1,RB1,TFDP1;RB1,0.23,1
19337,HOP62_LUNG,TFDP1,SMAD3,TFDP1;SMAD3,0.14,1
19338,HOP62_LUNG,TFDP1,CCNA2,TFDP1;CCNA2,0.09,1
19339,HOP62_LUNG,PHKB,PHKG2,PHKB;PHKG2,0.68,1
19340,HOP62_LUNG,SMC3,PLK1,SMC3;PLK1,-0.77,1
19341,HOP62_LUNG,SMC3,PDS5A,SMC3;PDS5A,0.38,1
19342,HOP62_LUNG,SMC3,SMC1A,SMC3;SMC1A,0.37,1
19343,HOP62_LUNG,APBB2,APP,APBB2;APP,-1.02,1
19344,HOP62_LUNG,LRPAP1,RALA,LRPAP1;RALA,0.44,1
19345,HOP62_LUNG,LRPAP1,RALGDS,LRPAP1;RALGDS,0.52,1
19346,HOP62_LUNG,STXBP1,STX1A,STXBP1;STX1A,-0.63,1
19347,HOP62_LUNG,STXBP1,STX4,STXBP1;STX4,-0.32,1
19348,HOP62_LUNG,ETFB,HSD17B10,ETFB;HSD17B10,0.08,1
19349,HOP62_LUNG,CCNE2,SKP1,CCNE2;SKP1,-0.66,1
19350,HOP62_LUNG,CCNE2,CDK2,CCNE2;CDK2,-0.29,1
19351,HOP62_LUNG,CCNE2,RB1,CCNE2;RB1,-0.37,1
19352,HOP62_LUNG,CCNE2,CCNB2,CCNE2;CCNB2,-0.75,1
19353,HOP62_LUNG,CCNE2,CDC25A,CCNE2;CDC25A,-0.14,1
19354,HOP62_LUNG,CCNE2,PCNA,CCNE2;PCNA,-0.67,1
19355,HOP62_LUNG,CCNE2,CDK1,CCNE2;CDK1,-0.66,1
19356,HOP62_LUNG,CCNE2,CDKN1A,CCNE2;CDKN1A,-0.17,1
19357,HOP62_LUNG,CCNE2,CCNA2,CCNE2;CCNA2,-0.54,1
19358,HOP62_LUNG,SMC1A,PLK1,SMC1A;PLK1,-0.05,1
19359,HOP62_LUNG,SMC1A,PDS5A,SMC1A;PDS5A,0.48,1
19360,HOP62_LUNG,SMC1A,BRCA1,SMC1A;BRCA1,-0.08,1
19361,HOP62_LUNG,PTK2,NCK2,PTK2;NCK2,0.09,1
19362,HOP62_LUNG,PTK2,PTPN12,PTK2;PTPN12,0.25,1
19363,HOP62_LUNG,PTK2,PIK3R3,PTK2;PIK3R3,0.33,1
19364,HOP62_LUNG,PTK2,PIK3CA,PTK2;PIK3CA,0.3,1
19365,HOP62_LUNG,PTK2,STAT3,PTK2;STAT3,0.11,1
19366,HOP62_LUNG,PTK2,PXN,PTK2;PXN,0.35,1
19367,HOP62_LUNG,PTK2,ERBB2,PTK2;ERBB2,0.24,1
19368,HOP62_LUNG,PTK2,ITGB5,PTK2;ITGB5,0.18,1
19369,HOP62_LUNG,PTK2,CRK,PTK2;CRK,0.33,1
19370,HOP62_LUNG,PTK2,FOXO3,PTK2;FOXO3,0.09,1
19371,HOP62_LUNG,PTK2,AKT1,PTK2;AKT1,0.07,1
19372,HOP62_LUNG,PTK2,CRKL,PTK2;CRKL,0.27,1
19373,HOP62_LUNG,PTK2,RHOA,PTK2;RHOA,0.13,1
19374,HOP62_LUNG,PTK2,CTTN,PTK2;CTTN,0.19,1
19375,HOP62_LUNG,PTK2,ARHGEF2,PTK2;ARHGEF2,-0.37,1
19376,HOP62_LUNG,PTK2,ARHGEF12,PTK2;ARHGEF12,0.34,1
19377,HOP62_LUNG,PTK2,CDC42,PTK2;CDC42,0.28,1
19378,HOP62_LUNG,PTK2,STAT1,PTK2;STAT1,0.21,1
19379,HOP62_LUNG,PTK2,SHC1,PTK2;SHC1,0.23,1
19380,HOP62_LUNG,PTK2,IGF1R,PTK2;IGF1R,0.23,1
19381,HOP62_LUNG,PTK2,SRC,PTK2;SRC,0.24,1
19382,HOP62_LUNG,PTK2,NCK1,PTK2;NCK1,0.22,1
19383,HOP62_LUNG,TIMELESS,RPA3,TIMELESS;RPA3,-0.16,1
19384,HOP62_LUNG,TIMELESS,SMARCC1,TIMELESS;SMARCC1,-0.81,1
19385,HOP62_LUNG,TIMELESS,RPA1,TIMELESS;RPA1,-0.01,1
19386,HOP62_LUNG,TIMELESS,RPA2,TIMELESS;RPA2,0.16,1
19387,HOP62_LUNG,TIMELESS,TP53BP1,TIMELESS;TP53BP1,0.0,1
19388,HOP62_LUNG,TIMELESS,CHEK1,TIMELESS;CHEK1,-0.24,1
19389,HOP62_LUNG,TIMELESS,CDC45,TIMELESS;CDC45,-0.4,1
19390,HOP62_LUNG,AKT1,FKBP4,AKT1;FKBP4,-0.12,1
19391,HOP62_LUNG,AKT1,STUB1,AKT1;STUB1,-0.04,1
19392,HOP62_LUNG,AKT1,CCND1,AKT1;CCND1,0.14,1
19393,HOP62_LUNG,AKT1,HSPB1,AKT1;HSPB1,-0.03,1
19394,HOP62_LUNG,AKT1,RHEB,AKT1;RHEB,-0.2,1
19395,HOP62_LUNG,AKT1,AXIN1,AKT1;AXIN1,-0.03,1
19396,HOP62_LUNG,AKT1,PIK3R3,AKT1;PIK3R3,0.23,1
19397,HOP62_LUNG,AKT1,PIK3CA,AKT1;PIK3CA,0.18,1
19398,HOP62_LUNG,AKT1,STAT3,AKT1;STAT3,0.15,1
19399,HOP62_LUNG,AKT1,PXN,AKT1;PXN,0.1,1
19400,HOP62_LUNG,AKT1,IQGAP1,AKT1;IQGAP1,0.09,1
19401,HOP62_LUNG,AKT1,RASA1,AKT1;RASA1,-0.01,1
19402,HOP62_LUNG,AKT1,PAK1,AKT1;PAK1,0.21,1
19403,HOP62_LUNG,AKT1,EZH2,AKT1;EZH2,-0.03,1
19404,HOP62_LUNG,AKT1,SMAD3,AKT1;SMAD3,0.17,1
19405,HOP62_LUNG,AKT1,FOXO3,AKT1;FOXO3,0.21,1
19406,HOP62_LUNG,AKT1,EIF4EBP1,AKT1;EIF4EBP1,-0.24,1
19407,HOP62_LUNG,AKT1,STAT1,AKT1;STAT1,0.18,1
19408,HOP62_LUNG,AKT1,BECN1,AKT1;BECN1,0.1,1
19409,HOP62_LUNG,AKT1,MAPKAPK2,AKT1;MAPKAPK2,0.05,1
19410,HOP62_LUNG,AKT1,JUN,AKT1;JUN,0.21,1
19411,HOP62_LUNG,AKT1,SRC,AKT1;SRC,0.17,1
19412,HOP62_LUNG,AKT1,CTTN,AKT1;CTTN,0.12,1
19413,HOP62_LUNG,AKT1,RPS6,AKT1;RPS6,-0.33,1
19414,HOP62_LUNG,AKT1,BAD,AKT1;BAD,0.17,1
19415,HOP62_LUNG,AKT1,ILK,AKT1;ILK,0.13,1
19416,HOP62_LUNG,AKT1,GAPDH,AKT1;GAPDH,-0.2,1
19417,HOP62_LUNG,AKT1,CDKN1A,AKT1;CDKN1A,0.01,1
19418,HOP62_LUNG,AKT1,CREB1,AKT1;CREB1,0.12,1
19419,HOP62_LUNG,AKT1,RHOA,AKT1;RHOA,-0.01,1
19420,HOP62_LUNG,AKT1,TRIB3,AKT1;TRIB3,0.04,1
19421,HOP62_LUNG,AKT1,BRCA1,AKT1;BRCA1,-0.04,1
19422,HOP62_LUNG,AKT1,IKBKB,AKT1;IKBKB,0.09,1
19423,HOP62_LUNG,AKT1,HSPA8,AKT1;HSPA8,-0.17,1
19424,HOP62_LUNG,AKT1,HIF1A,AKT1;HIF1A,0.18,1
19425,HOP62_LUNG,AKT1,MYC,AKT1;MYC,0.12,1
19426,HOP62_LUNG,AKT1,CDC42,AKT1;CDC42,0.1,1
19427,HOP62_LUNG,HAT1,ORC1,HAT1;ORC1,0.42,1
19428,HOP62_LUNG,SDHB,TRAP1,SDHB;TRAP1,0.43,1
19429,HOP62_LUNG,SDHB,CYCS,SDHB;CYCS,-0.34,1
19430,HOP62_LUNG,FBXL12,SKP1,FBXL12;SKP1,-0.7,1
19431,HOP62_LUNG,RFC2,RAD9A,RFC2;RAD9A,0.39,1
19432,HOP62_LUNG,RFC2,TOPBP1,RFC2;TOPBP1,0.24,1
19433,HOP62_LUNG,RFC2,RPA1,RFC2;RPA1,0.4,1
19434,HOP62_LUNG,RFC2,RFC5,RFC2;RFC5,0.29,1
19435,HOP62_LUNG,RFC2,RPA2,RFC2;RPA2,0.26,1
19436,HOP62_LUNG,RFC2,PCNA,RFC2;PCNA,-0.14,1
19437,HOP62_LUNG,RFC2,RPA3,RFC2;RPA3,0.38,1
19438,HOP62_LUNG,RFC2,CHEK1,RFC2;CHEK1,-0.01,1
19439,HOP62_LUNG,RFC2,BRCA1,RFC2;BRCA1,-0.1,1
19440,HOP62_LUNG,USP14,USP7,USP14;USP7,-0.48,1
19441,HOP62_LUNG,USP14,PSMD4,USP14;PSMD4,0.24,1
19442,HOP62_LUNG,APP,APPBP2,APP;APPBP2,0.08,1
19443,HOP62_LUNG,APP,HSD17B10,APP;HSD17B10,-0.3,1
19444,HOP62_LUNG,APP,ADAM10,APP;ADAM10,0.17,1
19445,HOP62_LUNG,APP,IDE,APP;IDE,0.17,1
19446,HOP62_LUNG,APP,TNFRSF21,APP;TNFRSF21,0.17,1
19447,HOP62_LUNG,APP,SRC,APP;SRC,-0.36,1
19448,HOP62_LUNG,APP,SHC1,APP;SHC1,-0.17,1
19449,HOP62_LUNG,APP,HSPD1,APP;HSPD1,-0.05,1
19450,HOP62_LUNG,APP,GAPDH,APP;GAPDH,-0.53,1
19451,HOP62_LUNG,PRKCD,PIK3R3,PRKCD;PIK3R3,-0.25,1
19452,HOP62_LUNG,PRKCD,PIK3CA,PRKCD;PIK3CA,-0.05,1
19453,HOP62_LUNG,PRKCD,MAPK9,PRKCD;MAPK9,-0.51,1
19454,HOP62_LUNG,PRKCD,STAT1,PRKCD;STAT1,-0.22,1
19455,HOP62_LUNG,PRKCD,SHC1,PRKCD;SHC1,-0.24,1
19456,HOP62_LUNG,PRKCD,ELAVL1,PRKCD;ELAVL1,-0.42,1
19457,HOP62_LUNG,PRKCD,SRC,PRKCD;SRC,-0.36,1
19458,HOP62_LUNG,FBXO7,SKP1,FBXO7;SKP1,-0.99,1
19459,HOP62_LUNG,FBXO7,PSMF1,FBXO7;PSMF1,-0.77,1
19460,HOP62_LUNG,DDB2,COPS7A,DDB2;COPS7A,-0.88,1
19461,HOP62_LUNG,RHEB,BNIP3L,RHEB;BNIP3L,0.13,1
19462,HOP62_LUNG,RHEB,GAPDH,RHEB;GAPDH,-0.14,1
19463,HOP62_LUNG,RHEB,RPS6,RHEB;RPS6,0.06,1
19464,HOP62_LUNG,RHEB,EIF4EBP1,RHEB;EIF4EBP1,0.27,1
19465,HOP62_LUNG,MRPL19,OXA1L,MRPL19;OXA1L,0.34,1
19466,HOP62_LUNG,MRPL19,PSMG1,MRPL19;PSMG1,0.2,1
19467,HOP62_LUNG,MRPL19,MRPS2,MRPL19;MRPS2,0.38,1
19468,HOP62_LUNG,MRPL19,POLR1C,MRPL19;POLR1C,0.04,1
19469,HOP62_LUNG,MRPL19,RPS5,MRPL19;RPS5,-0.42,1
19470,HOP62_LUNG,NPC1,TMEM97,NPC1;TMEM97,0.06,1
19471,HOP62_LUNG,GADD45A,GADD45B,GADD45A;GADD45B,0.49,1
19472,HOP62_LUNG,GADD45A,AURKA,GADD45A;AURKA,0.15,1
19473,HOP62_LUNG,GADD45A,CCNB1,GADD45A;CCNB1,0.15,1
19474,HOP62_LUNG,GADD45A,CCNB2,GADD45A;CCNB2,0.16,1
19475,HOP62_LUNG,GADD45A,MAP3K4,GADD45A;MAP3K4,0.42,1
19476,HOP62_LUNG,GADD45A,CDK1,GADD45A;CDK1,0.17,1
19477,HOP62_LUNG,GADD45A,CDKN1A,GADD45A;CDKN1A,0.24,1
19478,HOP62_LUNG,GADD45A,PCNA,GADD45A;PCNA,0.12,1
19479,HOP62_LUNG,CHEK2,PLK1,CHEK2;PLK1,-1.02,1
19480,HOP62_LUNG,CHEK2,CDC25A,CHEK2;CDC25A,-0.95,1
19481,HOP62_LUNG,CHEK2,RAD9A,CHEK2;RAD9A,-0.23,1
19482,HOP62_LUNG,CHEK2,RAD51C,CHEK2;RAD51C,-0.08,1
19483,HOP62_LUNG,CHEK2,TP53BP1,CHEK2;TP53BP1,-0.36,1
19484,HOP62_LUNG,CHEK2,BRCA1,CHEK2;BRCA1,-0.66,1
19485,HOP62_LUNG,CHEK2,CHEK1,CHEK2;CHEK1,-0.68,1
19486,HOP62_LUNG,CHEK2,CDC45,CHEK2;CDC45,-0.95,1
19487,HOP62_LUNG,PAFAH1B1,CDK1,PAFAH1B1;CDK1,-0.56,1
19488,HOP62_LUNG,PAFAH1B1,PAFAH1B3,PAFAH1B1;PAFAH1B3,0.5,1
19489,HOP62_LUNG,FHL2,STXBP2,FHL2;STXBP2,0.73,1
19490,HOP62_LUNG,TUBB6,ARHGEF2,TUBB6;ARHGEF2,0.44,1
19491,HOP62_LUNG,FBXO21,SKP1,FBXO21;SKP1,-0.69,1
19492,HOP62_LUNG,KIF20A,AURKA,KIF20A;AURKA,0.4,1
19493,HOP62_LUNG,KIF20A,CCNB1,KIF20A;CCNB1,0.26,1
19494,HOP62_LUNG,KIF20A,CENPE,KIF20A;CENPE,0.43,1
19495,HOP62_LUNG,KIF20A,CCNB2,KIF20A;CCNB2,0.36,1
19496,HOP62_LUNG,KIF20A,MELK,KIF20A;MELK,0.47,1
19497,HOP62_LUNG,KIF20A,PLK1,KIF20A;PLK1,0.3,1
19498,HOP62_LUNG,KIF20A,BIRC5,KIF20A;BIRC5,0.4,1
19499,HOP62_LUNG,KIF20A,AURKB,KIF20A;AURKB,0.46,1
19500,HOP62_LUNG,KIF20A,UBE2C,KIF20A;UBE2C,0.47,1
19501,HOP62_LUNG,KIF20A,KIF14,KIF20A;KIF14,0.38,1
19502,HOP62_LUNG,KIF20A,CDC20,KIF20A;CDC20,0.39,1
19503,HOP62_LUNG,KIF20A,CCNA2,KIF20A;CCNA2,0.21,1
19504,HOP62_LUNG,KIF20A,NUSAP1,KIF20A;NUSAP1,0.44,1
19505,HOP62_LUNG,KIF20A,CDK1,KIF20A;CDK1,0.24,1
19506,HOP62_LUNG,KIF20A,TOP2A,KIF20A;TOP2A,0.45,1
19507,HOP62_LUNG,PCCB,ACAA1,PCCB;ACAA1,-0.2,1
19508,HOP62_LUNG,TOP2A,AURKA,TOP2A;AURKA,0.43,1
19509,HOP62_LUNG,TOP2A,CCNB1,TOP2A;CCNB1,0.36,1
19510,HOP62_LUNG,TOP2A,CENPE,TOP2A;CENPE,0.49,1
19511,HOP62_LUNG,TOP2A,CCNB2,TOP2A;CCNB2,0.43,1
19512,HOP62_LUNG,TOP2A,MELK,TOP2A;MELK,0.49,1
19513,HOP62_LUNG,TOP2A,PLK1,TOP2A;PLK1,0.36,1
19514,HOP62_LUNG,TOP2A,BIRC5,TOP2A;BIRC5,0.43,1
19515,HOP62_LUNG,TOP2A,AURKB,TOP2A;AURKB,0.5,1
19516,HOP62_LUNG,TOP2A,SMC4,TOP2A;SMC4,0.32,1
19517,HOP62_LUNG,TOP2A,UBE2C,TOP2A;UBE2C,0.47,1
19518,HOP62_LUNG,TOP2A,KIF14,TOP2A;KIF14,0.47,1
19519,HOP62_LUNG,TOP2A,CDC20,TOP2A;CDC20,0.43,1
19520,HOP62_LUNG,TOP2A,CDK1,TOP2A;CDK1,0.35,1
19521,HOP62_LUNG,TOP2A,CHEK1,TOP2A;CHEK1,0.24,1
19522,HOP62_LUNG,TOP2A,CDC45,TOP2A;CDC45,0.4,1
19523,HOP62_LUNG,TOP2A,CCNA2,TOP2A;CCNA2,0.31,1
19524,HOP62_LUNG,TOP2A,NUSAP1,TOP2A;NUSAP1,0.49,1
19525,HOP62_LUNG,BAD,BAX,BAD;BAX,-0.22,1
19526,HOP62_LUNG,BAD,MAPK9,BAD;MAPK9,-0.09,1
19527,HOP62_LUNG,NFKBIE,NFKBIA,NFKBIE;NFKBIA,-0.97,1
19528,HOP62_LUNG,NFKBIE,NFKB2,NFKBIE;NFKB2,0.51,1
19529,HOP62_LUNG,NFKBIE,NFKBIB,NFKBIE;NFKBIB,-0.82,1
19530,HOP62_LUNG,NFKBIE,IKBKB,NFKBIE;IKBKB,-1.38,1
19531,HOP62_LUNG,FDFT1,HMGCR,FDFT1;HMGCR,0.24,1
19532,HOP62_LUNG,FDFT1,HMGCS1,FDFT1;HMGCS1,0.08,1
19533,HOP62_LUNG,FDFT1,DHDDS,FDFT1;DHDDS,0.2,1
19534,HOP62_LUNG,FDFT1,NSDHL,FDFT1;NSDHL,0.13,1
19535,HOP62_LUNG,FDFT1,GAPDH,FDFT1;GAPDH,-0.45,1
19536,HOP62_LUNG,CCND1,HSPA8,CCND1;HSPA8,-0.05,1
19537,HOP62_LUNG,CCND1,RB1,CCND1;RB1,0.15,1
19538,HOP62_LUNG,CCND1,CDK1,CCND1;CDK1,-0.17,1
19539,HOP62_LUNG,CCND1,CDK2,CCND1;CDK2,0.02,1
19540,HOP62_LUNG,CCND1,SKP1,CCND1;SKP1,-0.06,1
19541,HOP62_LUNG,CCND1,ERBB2,CCND1;ERBB2,-0.59,1
19542,HOP62_LUNG,CCND1,MYC,CCND1;MYC,-1.1,1
19543,HOP62_LUNG,CCND1,BRCA1,CCND1;BRCA1,0.07,1
19544,HOP62_LUNG,CCND1,CCND3,CCND1;CCND3,0.16,1
19545,HOP62_LUNG,CCND1,CDKN1A,CCND1;CDKN1A,0.15,1
19546,HOP62_LUNG,CCND1,JUN,CCND1;JUN,-1.55,1
19547,HOP62_LUNG,CCND1,STAT3,CCND1;STAT3,-1.46,1
19548,HOP62_LUNG,CCND1,SRC,CCND1;SRC,-2.44,1
19549,HOP62_LUNG,CCND1,ELAVL1,CCND1;ELAVL1,0.05,1
19550,HOP62_LUNG,CCND1,CREB1,CCND1;CREB1,-2.46,1
19551,HOP62_LUNG,CCND1,CDC25A,CCND1;CDC25A,-0.25,1
19552,HOP62_LUNG,CCND1,HIF1A,CCND1;HIF1A,0.27,1
19553,HOP62_LUNG,CCND1,PCNA,CCND1;PCNA,0.12,1
19554,HOP62_LUNG,MTF2,SUZ12,MTF2;SUZ12,0.03,1
19555,HOP62_LUNG,MTF2,EZH2,MTF2;EZH2,-0.49,1
19556,HOP62_LUNG,AXIN1,PPP2R5A,AXIN1;PPP2R5A,-1.45,1
19557,HOP62_LUNG,AXIN1,CSNK1A1,AXIN1;CSNK1A1,-1.67,1
19558,HOP62_LUNG,AXIN1,CSNK1E,AXIN1;CSNK1E,-1.55,1
19559,HOP62_LUNG,CSNK1E,BHLHE40,CSNK1E;BHLHE40,-0.16,1
19560,HOP62_LUNG,CSNK1E,PLK1,CSNK1E;PLK1,-0.15,1
19561,HOP62_LUNG,CSNK1E,FOXO3,CSNK1E;FOXO3,-0.01,1
19562,HOP62_LUNG,SMAD3,STUB1,SMAD3;STUB1,-0.24,1
19563,HOP62_LUNG,SMAD3,SKP1,SMAD3;SKP1,-0.14,1
19564,HOP62_LUNG,SMAD3,STAT3,SMAD3;STAT3,-1.45,1
19565,HOP62_LUNG,SMAD3,MYC,SMAD3;MYC,-1.1,1
19566,HOP62_LUNG,SMAD3,BRCA1,SMAD3;BRCA1,0.01,1
19567,HOP62_LUNG,SMAD3,CDKN1A,SMAD3;CDKN1A,0.08,1
19568,HOP62_LUNG,SMAD3,JUN,SMAD3;JUN,-1.58,1
19569,HOP62_LUNG,SMAD3,CREB1,SMAD3;CREB1,-2.43,1
19570,HOP62_LUNG,SMAD3,HIF1A,SMAD3;HIF1A,0.24,1
19571,HOP62_LUNG,SMAD3,FOXO3,SMAD3;FOXO3,-0.26,1
19572,HOP62_LUNG,SMAD3,MAPK9,SMAD3;MAPK9,-2.6,1
19573,HOP62_LUNG,MKNK1,EIF4G1,MKNK1;EIF4G1,-1.0,1
19574,HOP62_LUNG,POLR1C,TBP,POLR1C;TBP,-0.72,1
19575,HOP62_LUNG,POLR1C,RRS1,POLR1C;RRS1,-0.44,1
19576,HOP62_LUNG,POLR1C,POLR2K,POLR1C;POLR2K,-0.58,1
19577,HOP62_LUNG,POLR1C,MRPS2,POLR1C;MRPS2,0.09,1
19578,HOP62_LUNG,POLR1C,RPS5,POLR1C;RPS5,-0.32,1
19579,HOP62_LUNG,PARP2,CASP7,PARP2;CASP7,0.32,1
19580,HOP62_LUNG,RAD9A,RPA1,RAD9A;RPA1,-0.11,1
19581,HOP62_LUNG,RAD9A,TOPBP1,RAD9A;TOPBP1,0.01,1
19582,HOP62_LUNG,RAD9A,TP53BP1,RAD9A;TP53BP1,-0.24,1
19583,HOP62_LUNG,RAD9A,RFC5,RAD9A;RFC5,-0.38,1
19584,HOP62_LUNG,RAD9A,BRCA1,RAD9A;BRCA1,-0.81,1
19585,HOP62_LUNG,RAD9A,CHEK1,RAD9A;CHEK1,-0.64,1
19586,HOP62_LUNG,BECN1,PIK3C3,BECN1;PIK3C3,0.02,1
19587,HOP62_LUNG,BECN1,ERBB2,BECN1;ERBB2,0.07,1
19588,HOP62_LUNG,BECN1,ATG3,BECN1;ATG3,0.21,1
19589,HOP62_LUNG,BECN1,SQSTM1,BECN1;SQSTM1,-0.15,1
19590,HOP62_LUNG,BECN1,BIRC2,BECN1;BIRC2,0.02,1
19591,HOP62_LUNG,BECN1,ABL1,BECN1;ABL1,0.05,1
19592,HOP62_LUNG,BECN1,BNIP3L,BECN1;BNIP3L,-0.14,1
19593,HOP62_LUNG,HIF1A,XBP1,HIF1A;XBP1,0.03,1
19594,HOP62_LUNG,HIF1A,STAT3,HIF1A;STAT3,0.27,1
19595,HOP62_LUNG,HIF1A,FOXO3,HIF1A;FOXO3,0.32,1
19596,HOP62_LUNG,HIF1A,JUN,HIF1A;JUN,0.34,1
19597,HOP62_LUNG,HIF1A,SRC,HIF1A;SRC,0.17,1
19598,HOP62_LUNG,HIF1A,HSPA8,HIF1A;HSPA8,0.01,1
