,Patient,Gene1,Gene2,Edge,Curvature,Response
356,A549_LUNG,MEN1,DAXX,MEN1;DAXX,-0.3,0
357,A549_LUNG,MEN1,FANCD2,MEN1;FANCD2,-0.35,0
358,A549_LUNG,MEN1,SMAD3,MEN1;SMAD3,-0.58,0
359,A549_LUNG,MEN1,ATRX,MEN1;ATRX,-0.14,0
360,A549_LUNG,MEN1,CDC73,MEN1;CDC73,-0.1,0
361,A549_LUNG,MEN1,PSIP1,MEN1;PSIP1,0.14,0
362,A549_LUNG,MEN1,KMT2A,MEN1;KMT2A,-0.07,0
363,A549_LUNG,MEN1,CTNNB1,MEN1;CTNNB1,-0.33,0
364,A549_LUNG,CLIP1,MTOR,CLIP1;MTOR,-0.24,0
365,A549_LUNG,CLIP1,DCTN1,CLIP1;DCTN1,0.08,0
366,A549_LUNG,TFPT,TRRAP,TFPT;TRRAP,0.19,0
367,A549_LUNG,AKT2,MAPK1,AKT2;MAPK1,0.27,0
368,A549_LUNG,AKT2,TSC2,AKT2;TSC2,0.4,0
369,A549_LUNG,AKT2,CDKN1B,AKT2;CDKN1B,0.25,0
370,A549_LUNG,AKT2,MDM2,AKT2;MDM2,0.27,0
371,A549_LUNG,AKT2,PIK3CA,AKT2;PIK3CA,0.24,0
372,A549_LUNG,AKT2,TSC1,AKT2;TSC1,0.49,0
373,A549_LUNG,AKT2,CASP9,AKT2;CASP9,0.29,0
374,A549_LUNG,AKT2,FOXO3,AKT2;FOXO3,0.24,0
375,A549_LUNG,AKT2,MTOR,AKT2;MTOR,0.33,0
376,A549_LUNG,AKT2,MTCP1,AKT2;MTCP1,0.5,0
377,A549_LUNG,AKT2,JUN,AKT2;JUN,0.19,0
378,A549_LUNG,AKT2,HSP90AB1,AKT2;HSP90AB1,0.04,0
379,A549_LUNG,AKT2,MAP2K4,AKT2;MAP2K4,0.38,0
380,A549_LUNG,AKT2,PIK3R1,AKT2;PIK3R1,0.21,0
381,A549_LUNG,AKT2,AKT1,AKT2;AKT1,0.3,0
382,A549_LUNG,AKT2,PIK3CB,AKT2;PIK3CB,0.2,0
383,A549_LUNG,AKT2,CREB1,AKT2;CREB1,0.26,0
384,A549_LUNG,AKT2,RAF1,AKT2;RAF1,0.32,0
385,A549_LUNG,AKT2,CDKN1A,AKT2;CDKN1A,0.34,0
386,A549_LUNG,POLR2A,BRD4,POLR2A;BRD4,-0.23,0
387,A549_LUNG,POLR2A,ERCC3,POLR2A;ERCC3,-0.04,0
388,A549_LUNG,POLR2A,CNOT3,POLR2A;CNOT3,0.04,0
389,A549_LUNG,POLR2A,CDC73,POLR2A;CDC73,0.07,0
390,A549_LUNG,POLR2A,SETD2,POLR2A;SETD2,-0.11,0
391,A549_LUNG,POLR2A,CDK12,POLR2A;CDK12,0.16,0
392,A549_LUNG,POLR2A,TCEA1,POLR2A;TCEA1,0.13,0
393,A549_LUNG,POLR2A,CTCF,POLR2A;CTCF,-0.29,0
394,A549_LUNG,SMARCE1,SMARCB1,SMARCE1;SMARCB1,0.36,0
395,A549_LUNG,SMARCE1,PBRM1,SMARCE1;PBRM1,0.46,0
396,A549_LUNG,SMARCE1,SMARCD1,SMARCE1;SMARCD1,0.62,0
397,A549_LUNG,SMARCE1,SS18L1,SMARCE1;SS18L1,0.56,0
398,A549_LUNG,SMARCE1,ARID1B,SMARCE1;ARID1B,0.59,0
399,A549_LUNG,SMARCE1,SS18,SMARCE1;SS18,0.57,0
400,A549_LUNG,LZTR1,KRAS,LZTR1;KRAS,-0.46,0
401,A549_LUNG,LZTR1,CUL3,LZTR1;CUL3,-0.66,0
402,A549_LUNG,LZTR1,SPOP,LZTR1;SPOP,-0.7,0
403,A549_LUNG,LZTR1,HRAS,LZTR1;HRAS,-0.54,0
404,A549_LUNG,BIRC6,CASP9,BIRC6;CASP9,-0.1,0
405,A549_LUNG,BIRC6,USP8,BIRC6;USP8,0.42,0
406,A549_LUNG,SET,XPO1,SET;XPO1,0.35,0
407,A549_LUNG,NCOR1,RARA,NCOR1;RARA,0.23,0
408,A549_LUNG,NCOR1,CREBBP,NCOR1;CREBBP,0.14,0
409,A549_LUNG,NCOR1,EP300,NCOR1;EP300,0.11,0
410,A549_LUNG,NCOR1,CTCF,NCOR1;CTCF,-0.08,0
411,A549_LUNG,NCOR1,NCOR2,NCOR1;NCOR2,0.29,0
412,A549_LUNG,NCOR1,NCOA2,NCOR1;NCOA2,0.43,0
413,A549_LUNG,NCOR1,SMAD3,NCOR1;SMAD3,0.01,0
414,A549_LUNG,NCOR1,TBL1XR1,NCOR1;TBL1XR1,0.37,0
415,A549_LUNG,NCOR1,HSP90AB1,NCOR1;HSP90AB1,-0.0,0
416,A549_LUNG,NCOR1,SKI,NCOR1;SKI,0.25,0
417,A549_LUNG,NCOR1,SPEN,NCOR1;SPEN,0.4,0
418,A549_LUNG,NCOR1,NCOA1,NCOR1;NCOA1,0.41,0
419,A549_LUNG,PPP2R1A,MAPK1,PPP2R1A;MAPK1,0.07,0
420,A549_LUNG,PPP2R1A,STRN,PPP2R1A;STRN,0.34,0
421,A549_LUNG,PPP2R1A,MAP2K1,PPP2R1A;MAP2K1,0.29,0
422,A549_LUNG,PPP2R1A,WWTR1,PPP2R1A;WWTR1,0.18,0
423,A549_LUNG,PPP2R1A,AKT1,PPP2R1A;AKT1,-0.02,0
424,A549_LUNG,DICER1,DGCR8,DICER1;DGCR8,-1.41,0
425,A549_LUNG,DICER1,DROSHA,DICER1;DROSHA,-1.09,0
426,A549_LUNG,DICER1,CLP1,DICER1;CLP1,-0.53,0
427,A549_LUNG,TRIP11,ARNT,TRIP11;ARNT,-1.0,0
428,A549_LUNG,POT1,WRN,POT1;WRN,-0.02,0
429,A549_LUNG,RAC1,AKT1,RAC1;AKT1,0.34,0
430,A549_LUNG,RAC1,SRC,RAC1;SRC,0.31,0
431,A549_LUNG,STAG2,RAD21,STAG2;RAD21,0.37,0
432,A549_LUNG,STAG2,STAG1,STAG2;STAG1,0.62,0
433,A549_LUNG,STAG2,CTCF,STAG2;CTCF,0.11,0
434,A549_LUNG,SMAD2,MAPK1,SMAD2;MAPK1,0.04,0
435,A549_LUNG,SMAD2,TRIM33,SMAD2;TRIM33,0.45,0
436,A549_LUNG,SMAD2,SMAD3,SMAD2;SMAD3,0.21,0
437,A549_LUNG,SMAD2,ACVR1B,SMAD2;ACVR1B,0.3,0
438,A549_LUNG,SMAD2,ACVR1,SMAD2;ACVR1,0.31,0
439,A549_LUNG,SMAD2,SKI,SMAD2;SKI,0.27,0
440,A549_LUNG,SMAD2,JUN,SMAD2;JUN,0.09,0
441,A549_LUNG,SMAD2,EP300,SMAD2;EP300,0.08,0
442,A549_LUNG,SMAD2,MYC,SMAD2;MYC,0.09,0
443,A549_LUNG,SMAD2,BMPR1A,SMAD2;BMPR1A,0.44,0
444,A549_LUNG,SMAD2,CREBBP,SMAD2;CREBBP,0.13,0
445,A549_LUNG,SMAD2,CTNNB1,SMAD2;CTNNB1,0.06,0
446,A549_LUNG,SMAD2,DROSHA,SMAD2;DROSHA,-0.19,0
447,A549_LUNG,SMAD2,AKT1,SMAD2;AKT1,0.05,0
448,A549_LUNG,SMAD2,FOXO3,SMAD2;FOXO3,0.18,0
449,A549_LUNG,SMAD2,WWTR1,SMAD2;WWTR1,0.11,0
450,A549_LUNG,BCR,CBL,BCR;CBL,-1.23,0
451,A549_LUNG,BCR,ABL1,BCR;ABL1,-1.49,0
452,A549_LUNG,ARHGAP35,SRC,ARHGAP35;SRC,-0.65,0
453,A549_LUNG,ARHGAP35,ARHGAP5,ARHGAP35;ARHGAP5,0.23,0
454,A549_LUNG,ARHGAP35,RHOA,ARHGAP35;RHOA,-0.58,0
455,A549_LUNG,KRAS,MAPK1,KRAS;MAPK1,-0.15,0
456,A549_LUNG,KRAS,PTPN11,KRAS;PTPN11,0.08,0
457,A549_LUNG,KRAS,ARAF,KRAS;ARAF,0.09,0
458,A549_LUNG,KRAS,MAP2K1,KRAS;MAP2K1,0.13,0
459,A549_LUNG,KRAS,PTEN,KRAS;PTEN,-0.03,0
460,A549_LUNG,KRAS,ARHGEF12,KRAS;ARHGEF12,0.03,0
461,A549_LUNG,KRAS,CTNNB1,KRAS;CTNNB1,-0.28,0
462,A549_LUNG,KRAS,ERBB2,KRAS;ERBB2,-0.36,0
463,A549_LUNG,KRAS,MYC,KRAS;MYC,-0.33,0
464,A549_LUNG,KRAS,HRAS,KRAS;HRAS,0.41,0
465,A549_LUNG,KRAS,NF1,KRAS;NF1,0.05,0
466,A549_LUNG,KRAS,RALGDS,KRAS;RALGDS,-0.06,0
467,A549_LUNG,KRAS,BRAF,KRAS;BRAF,-0.08,0
468,A549_LUNG,KRAS,AKT1,KRAS;AKT1,-0.26,0
469,A549_LUNG,KRAS,PIK3R1,KRAS;PIK3R1,-0.02,0
470,A549_LUNG,KRAS,EML4,KRAS;EML4,-0.33,0
471,A549_LUNG,KRAS,MET,KRAS;MET,-0.05,0
472,A549_LUNG,KRAS,PIK3CA,KRAS;PIK3CA,0.02,0
473,A549_LUNG,KRAS,RAF1,KRAS;RAF1,0.06,0
474,A549_LUNG,KRAS,SRC,KRAS;SRC,-0.35,0
475,A549_LUNG,KRAS,PIK3CB,KRAS;PIK3CB,-0.06,0
476,A549_LUNG,CDKN2C,CDKN1B,CDKN2C;CDKN1B,-0.62,0
477,A549_LUNG,CDKN2C,CDK4,CDKN2C;CDK4,-0.76,0
478,A549_LUNG,CDKN2C,CDKN1A,CDKN2C;CDKN1A,-0.84,0
479,A549_LUNG,CDKN2C,CCND3,CDKN2C;CCND3,-0.01,0
480,A549_LUNG,MAP2K1,MAPK1,MAP2K1;MAPK1,0.1,0
481,A549_LUNG,MAP2K1,ARAF,MAP2K1;ARAF,0.45,0
482,A549_LUNG,MAP2K1,PTPN11,MAP2K1;PTPN11,0.14,0
483,A549_LUNG,MAP2K1,BRAF,MAP2K1;BRAF,0.18,0
484,A549_LUNG,MAP2K1,PRKACA,MAP2K1;PRKACA,0.11,0
485,A549_LUNG,MAP2K1,HRAS,MAP2K1;HRAS,0.29,0
486,A549_LUNG,MAP2K1,RAF1,MAP2K1;RAF1,0.2,0
487,A549_LUNG,MLLT1,TCEA1,MLLT1;TCEA1,-0.64,0
488,A549_LUNG,MLLT1,CDC73,MLLT1;CDC73,-0.7,0
489,A549_LUNG,MLLT1,MLLT6,MLLT1;MLLT6,0.05,0
490,A549_LUNG,MLLT1,AFF1,MLLT1;AFF1,0.42,0
491,A549_LUNG,MLLT1,KMT2A,MLLT1;KMT2A,-0.86,0
492,A549_LUNG,MLLT1,AFF4,MLLT1;AFF4,0.1,0
493,A549_LUNG,MLLT1,ELL,MLLT1;ELL,0.22,0
494,A549_LUNG,AKAP9,PRKACA,AKAP9;PRKACA,-0.41,0
495,A549_LUNG,AKAP9,BRAF,AKAP9;BRAF,-0.54,0
496,A549_LUNG,ETV6,CHIC2,ETV6;CHIC2,0.33,0
497,A549_LUNG,ETV6,ABL1,ETV6;ABL1,-2.96,0
498,A549_LUNG,ETV6,ABL2,ETV6;ABL2,0.34,0
499,A549_LUNG,DDX3X,PABPC1,DDX3X;PABPC1,0.03,0
500,A549_LUNG,DDX3X,XPO1,DDX3X;XPO1,-0.04,0
501,A549_LUNG,CREBBP,RARA,CREBBP;RARA,-1.06,0
502,A549_LUNG,CREBBP,MDM2,CREBBP;MDM2,-1.1,0
503,A549_LUNG,CREBBP,AKT1,CREBBP;AKT1,-0.99,0
504,A549_LUNG,CREBBP,KAT6A,CREBBP;KAT6A,-1.39,0
505,A549_LUNG,CREBBP,TCF12,CREBBP;TCF12,-0.71,0
506,A549_LUNG,CREBBP,FOXO3,CREBBP;FOXO3,-0.41,0
507,A549_LUNG,CREBBP,NCOR2,CREBBP;NCOR2,-1.25,0
508,A549_LUNG,CREBBP,NCOA2,CREBBP;NCOA2,-1.21,0
509,A549_LUNG,CREBBP,CTNNB1,CREBBP;CTNNB1,-1.08,0
510,A549_LUNG,CREBBP,KMT2A,CREBBP;KMT2A,-1.5,0
511,A549_LUNG,CREBBP,ARNT,CREBBP;ARNT,-1.41,0
512,A549_LUNG,CREBBP,CCND3,CREBBP;CCND3,-1.08,0
513,A549_LUNG,CREBBP,CDKN1A,CREBBP;CDKN1A,-1.05,0
514,A549_LUNG,CREBBP,TCF3,CREBBP;TCF3,-2.01,0
515,A549_LUNG,CREBBP,NCOA1,CREBBP;NCOA1,-1.11,0
516,A549_LUNG,CREBBP,TCF7L2,CREBBP;TCF7L2,-0.94,0
517,A549_LUNG,CREBBP,CREB3L2,CREBBP;CREB3L2,-2.09,0
518,A549_LUNG,CREBBP,MYC,CREBBP;MYC,-0.85,0
519,A549_LUNG,CREBBP,CREB1,CREBBP;CREB1,-0.82,0
520,A549_LUNG,CREBBP,SMAD3,CREBBP;SMAD3,-1.08,0
521,A549_LUNG,CREBBP,SRC,CREBBP;SRC,-1.63,0
522,A549_LUNG,CREBBP,NFE2L2,CREBBP;NFE2L2,-1.24,0
523,A549_LUNG,CREBBP,STAT3,CREBBP;STAT3,-0.98,0
524,A549_LUNG,CREBBP,JUN,CREBBP;JUN,-0.69,0
525,A549_LUNG,CREBBP,EP300,CREBBP;EP300,-0.6,0
526,A549_LUNG,CUL3,CASP8,CUL3;CASP8,0.24,0
527,A549_LUNG,CUL3,NFE2L2,CUL3;NFE2L2,0.27,0
528,A549_LUNG,CUL3,SUFU,CUL3;SUFU,0.45,0
529,A549_LUNG,CUL3,RHOA,CUL3;RHOA,0.01,0
530,A549_LUNG,CUL3,SPOP,CUL3;SPOP,0.08,0
531,A549_LUNG,NUMA1,NPM1,NUMA1;NPM1,-0.47,0
532,A549_LUNG,SKI,SMAD3,SKI;SMAD3,-4.09,0
533,A549_LUNG,SDHAF2,TMEM127,SDHAF2;TMEM127,0.36,0
534,A549_LUNG,SDHAF2,SDHA,SDHAF2;SDHA,0.18,0
535,A549_LUNG,SDHAF2,SDHD,SDHAF2;SDHD,0.43,0
536,A549_LUNG,SDHAF2,SDHB,SDHAF2;SDHB,0.22,0
537,A549_LUNG,SDHAF2,SDHC,SDHAF2;SDHC,0.36,0
538,A549_LUNG,JAK1,PIK3CA,JAK1;PIK3CA,0.42,0
539,A549_LUNG,JAK1,STAT3,JAK1;STAT3,0.29,0
540,A549_LUNG,JAK1,ERBB2,JAK1;ERBB2,0.22,0
541,A549_LUNG,JAK1,MET,JAK1;MET,0.44,0
542,A549_LUNG,JAK1,EML4,JAK1;EML4,0.31,0
543,A549_LUNG,JAK1,PIK3R1,JAK1;PIK3R1,0.42,0
544,A549_LUNG,JAK1,PTPN11,JAK1;PTPN11,0.44,0
545,A549_LUNG,JAK1,PIK3CB,JAK1;PIK3CB,0.44,0
546,A549_LUNG,CCNE1,CDKN1B,CCNE1;CDKN1B,0.03,0
547,A549_LUNG,CCNE1,CDK4,CCNE1;CDK4,0.1,0
548,A549_LUNG,CCNE1,MYC,CCNE1;MYC,-0.2,0
549,A549_LUNG,CCNE1,CDKN1A,CCNE1;CDKN1A,0.04,0
550,A549_LUNG,CCNE1,RB1,CCNE1;RB1,0.07,0
551,A549_LUNG,BMPR1A,SMAD3,BMPR1A;SMAD3,-0.91,0
552,A549_LUNG,BMPR1A,ACVR1,BMPR1A;ACVR1,0.34,0
553,A549_LUNG,RMI2,WRN,RMI2;WRN,0.21,0
554,A549_LUNG,RMI2,BLM,RMI2;BLM,0.29,0
555,A549_LUNG,SRSF2,FUS,SRSF2;FUS,0.06,0
556,A549_LUNG,SRSF2,SF3B1,SRSF2;SF3B1,-0.79,0
557,A549_LUNG,SRSF2,HNRNPA2B1,SRSF2;HNRNPA2B1,0.12,0
558,A549_LUNG,SRSF2,SRSF3,SRSF2;SRSF3,0.23,0
559,A549_LUNG,SRSF2,ASXL1,SRSF2;ASXL1,0.11,0
560,A549_LUNG,DGCR8,DROSHA,DGCR8;DROSHA,-1.21,0
561,A549_LUNG,DGCR8,HNRNPA2B1,DGCR8;HNRNPA2B1,-3.83,0
562,A549_LUNG,CBFB,TCF3,CBFB;TCF3,-0.22,0
563,A549_LUNG,CBFB,FLNA,CBFB;FLNA,-0.6,0
564,A549_LUNG,AFF1,ELL,AFF1;ELL,-0.02,0
565,A549_LUNG,AFF1,AFF4,AFF1;AFF4,-0.05,0
566,A549_LUNG,AFF1,CDC73,AFF1;CDC73,-0.91,0
567,A549_LUNG,AFF1,KMT2A,AFF1;KMT2A,-0.94,0
568,A549_LUNG,AFF1,MLLT6,AFF1;MLLT6,0.1,0
569,A549_LUNG,APC,AXIN1,APC;AXIN1,-0.12,0
570,A549_LUNG,APC,TBL1XR1,APC;TBL1XR1,-1.13,0
571,A549_LUNG,APC,CTNNB1,APC;CTNNB1,-1.25,0
572,A549_LUNG,APC,CTNNA1,APC;CTNNA1,-0.55,0
573,A549_LUNG,MAP2K4,FLNA,MAP2K4;FLNA,-0.8,0
574,A549_LUNG,MAP2K4,JUN,MAP2K4;JUN,-0.27,0
575,A549_LUNG,MAP2K4,AKT1,MAP2K4;AKT1,-0.24,0
576,A549_LUNG,PICALM,EPS15,PICALM;EPS15,0.58,0
577,A549_LUNG,PICALM,CLTC,PICALM;CLTC,0.17,0
578,A549_LUNG,PPP6C,NFKBIE,PPP6C;NFKBIE,0.41,0
579,A549_LUNG,KDM5A,RB1,KDM5A;RB1,-0.61,0
580,A549_LUNG,KDM5A,SUZ12,KDM5A;SUZ12,-0.59,0
581,A549_LUNG,MYD88,FADD,MYD88;FADD,0.0,0
582,A549_LUNG,MYD88,SRC,MYD88;SRC,-0.6,0
583,A549_LUNG,MYD88,SPOP,MYD88;SPOP,-0.39,0
584,A549_LUNG,PTEN,TSC2,PTEN;TSC2,-0.2,0
585,A549_LUNG,PTEN,PLCG1,PTEN;PLCG1,-0.09,0
586,A549_LUNG,PTEN,CDK4,PTEN;CDK4,-0.1,0
587,A549_LUNG,PTEN,MDM2,PTEN;MDM2,-0.15,0
588,A549_LUNG,PTEN,PIK3CA,PTEN;PIK3CA,-0.2,0
589,A549_LUNG,PTEN,ERBB2,PTEN;ERBB2,-0.23,0
590,A549_LUNG,PTEN,ATM,PTEN;ATM,-0.33,0
591,A549_LUNG,PTEN,FOXO3,PTEN;FOXO3,-0.11,0
592,A549_LUNG,PTEN,NF1,PTEN;NF1,-0.09,0
593,A549_LUNG,PTEN,MTOR,PTEN;MTOR,-0.58,0
594,A549_LUNG,PTEN,CTNNB1,PTEN;CTNNB1,-0.36,0
595,A549_LUNG,PTEN,PIK3R1,PTEN;PIK3R1,-0.09,0
596,A549_LUNG,PTEN,BRAF,PTEN;BRAF,-0.21,0
597,A549_LUNG,PTEN,AKT1,PTEN;AKT1,-0.09,0
598,A549_LUNG,PTEN,SPOP,PTEN;SPOP,-0.38,0
599,A549_LUNG,PTEN,BRCA2,PTEN;BRCA2,-0.26,0
600,A549_LUNG,PTEN,PIK3CB,PTEN;PIK3CB,-0.14,0
601,A549_LUNG,PTEN,TRIM27,PTEN;TRIM27,-0.71,0
602,A549_LUNG,PTEN,MYC,PTEN;MYC,-0.2,0
603,A549_LUNG,ASPSCR1,PRCC,ASPSCR1;PRCC,0.32,0
604,A549_LUNG,ASPSCR1,TFE3,ASPSCR1;TFE3,0.23,0
605,A549_LUNG,TRRAP,MYC,TRRAP;MYC,-1.17,0
606,A549_LUNG,TRRAP,CTNNB1,TRRAP;CTNNB1,-1.11,0
607,A549_LUNG,FANCG,FANCE,FANCG;FANCE,-1.38,0
608,A549_LUNG,FANCG,FANCD2,FANCG;FANCD2,0.37,0
609,A549_LUNG,FANCG,FANCC,FANCG;FANCC,0.49,0
610,A549_LUNG,FANCG,ERCC4,FANCG;ERCC4,0.4,0
611,A549_LUNG,FANCG,FANCF,FANCG;FANCF,0.5,0
612,A549_LUNG,FANCG,ATR,FANCG;ATR,0.4,0
613,A549_LUNG,FANCG,BLM,FANCG;BLM,0.3,0
614,A549_LUNG,FANCG,BRCA2,FANCG;BRCA2,0.18,0
615,A549_LUNG,BCL9L,BCL9,BCL9L;BCL9,0.52,0
616,A549_LUNG,BCL9L,CTNNB1,BCL9L;CTNNB1,-0.4,0
617,A549_LUNG,RPL10,FANCE,RPL10;FANCE,0.63,0
618,A549_LUNG,RPL10,RPL22,RPL10;RPL22,0.7,0
619,A549_LUNG,RPL10,RPL5,RPL10;RPL5,0.53,0
620,A549_LUNG,RPL10,EIF1AX,RPL10;EIF1AX,0.44,0
621,A549_LUNG,RPL10,NACA,RPL10;NACA,0.61,0
622,A549_LUNG,RB1,CDK4,RB1;CDK4,-0.14,0
623,A549_LUNG,RB1,MDM2,RB1;MDM2,-0.25,0
624,A549_LUNG,RB1,ABL1,RB1;ABL1,-0.49,0
625,A549_LUNG,RB1,EZH2,RB1;EZH2,-0.25,0
626,A549_LUNG,RB1,MYC,RB1;MYC,-0.24,0
627,A549_LUNG,RB1,CDKN1A,RB1;CDKN1A,-0.15,0
628,A549_LUNG,RB1,CCND3,RB1;CCND3,0.1,0
629,A549_LUNG,ABL2,ABL1,ABL2;ABL1,-1.15,0
630,A549_LUNG,ERBB2,PLCG1,ERBB2;PLCG1,-0.42,0
631,A549_LUNG,ERBB2,PIK3CA,ERBB2;PIK3CA,-0.21,0
632,A549_LUNG,ERBB2,CBL,ERBB2;CBL,-0.36,0
633,A549_LUNG,ERBB2,STAT3,ERBB2;STAT3,-0.1,0
634,A549_LUNG,ERBB2,PTPN11,ERBB2;PTPN11,-0.24,0
635,A549_LUNG,ERBB2,PIK3R1,ERBB2;PIK3R1,-0.23,0
636,A549_LUNG,ERBB2,CTNNB1,ERBB2;CTNNB1,-0.52,0
637,A549_LUNG,ERBB2,MYC,ERBB2;MYC,-0.36,0
638,A549_LUNG,ERBB2,HRAS,ERBB2;HRAS,-0.37,0
639,A549_LUNG,ERBB2,HSP90AB1,ERBB2;HSP90AB1,-0.49,0
640,A549_LUNG,ERBB2,SRC,ERBB2;SRC,-0.45,0
641,A549_LUNG,ERBB2,PIK3CB,ERBB2;PIK3CB,-0.31,0
642,A549_LUNG,ERBB2,BRCA2,ERBB2;BRCA2,-0.78,0
643,A549_LUNG,PRKACA,MAPK1,PRKACA;MAPK1,-0.25,0
644,A549_LUNG,PRKACA,EP300,PRKACA;EP300,-0.7,0
645,A549_LUNG,PRKACA,ARAF,PRKACA;ARAF,-0.16,0
646,A549_LUNG,PRKACA,BAX,PRKACA;BAX,-0.39,0
647,A549_LUNG,PRKACA,RAF1,PRKACA;RAF1,-0.07,0
648,A549_LUNG,PRKACA,JUN,PRKACA;JUN,-0.66,0
649,A549_LUNG,PRKACA,CREB1,PRKACA;CREB1,-0.51,0
650,A549_LUNG,PRKACA,FOXO3,PRKACA;FOXO3,-0.53,0
651,A549_LUNG,PRKACA,RHOA,PRKACA;RHOA,-0.55,0
652,A549_LUNG,PRKACA,BRAF,PRKACA;BRAF,-0.14,0
653,A549_LUNG,PRKACA,SUFU,PRKACA;SUFU,-0.52,0
654,A549_LUNG,PRKACA,PRKAR1A,PRKACA;PRKAR1A,-1.85,0
655,A549_LUNG,PRKACA,CTNNB1,PRKACA;CTNNB1,-0.54,0
656,A549_LUNG,TPM4,MYH9,TPM4;MYH9,0.29,0
657,A549_LUNG,TPM4,TPM3,TPM4;TPM3,0.27,0
658,A549_LUNG,MDM4,MDM2,MDM4;MDM2,-1.15,0
659,A549_LUNG,MDM4,ATM,MDM4;ATM,-0.57,0
660,A549_LUNG,CRNKL1,PRCC,CRNKL1;PRCC,-0.16,0
661,A549_LUNG,CRNKL1,SF3B1,CRNKL1;SF3B1,-1.02,0
662,A549_LUNG,DDB2,CDKN1B,DDB2;CDKN1B,0.06,0
663,A549_LUNG,DDB2,ERCC3,DDB2;ERCC3,0.31,0
664,A549_LUNG,DDB2,XPA,DDB2;XPA,0.27,0
665,A549_LUNG,MET,PLCG1,MET;PLCG1,0.45,0
666,A549_LUNG,MET,PIK3CA,MET;PIK3CA,0.42,0
667,A549_LUNG,MET,CBL,MET;CBL,0.47,0
668,A549_LUNG,MET,STAT3,MET;STAT3,0.28,0
669,A549_LUNG,MET,PIK3R1,MET;PIK3R1,0.43,0
670,A549_LUNG,MET,CTNNB1,MET;CTNNB1,0.14,0
671,A549_LUNG,MET,PTPN11,MET;PTPN11,0.46,0
672,A549_LUNG,MET,SRC,MET;SRC,0.09,0
673,A549_LUNG,MET,PIK3CB,MET;PIK3CB,0.4,0
674,A549_LUNG,MET,HRAS,MET;HRAS,0.31,0
675,A549_LUNG,CYLD,BCL3,CYLD;BCL3,-0.43,0
676,A549_LUNG,CYLD,FADD,CYLD;FADD,-0.46,0
677,A549_LUNG,CYLD,CASP8,CYLD;CASP8,-0.97,0
678,A549_LUNG,BRCA2,FANCE,BRCA2;FANCE,-5.06,0
679,A549_LUNG,BRCA2,MSH2,BRCA2;MSH2,-0.74,0
680,A549_LUNG,BRCA2,MSH6,BRCA2;MSH6,-0.94,0
681,A549_LUNG,BRCA2,CDK4,BRCA2;CDK4,-1.64,0
682,A549_LUNG,BRCA2,BARD1,BRCA2;BARD1,-0.48,0
683,A549_LUNG,BRCA2,NBN,BRCA2;NBN,-0.46,0
684,A549_LUNG,BRCA2,PMS2,BRCA2;PMS2,-0.69,0
685,A549_LUNG,BRCA2,ATM,BRCA2;ATM,-0.55,0
686,A549_LUNG,BRCA2,BUB1B,BRCA2;BUB1B,-0.91,0
687,A549_LUNG,BRCA2,FANCD2,BRCA2;FANCD2,-0.34,0
688,A549_LUNG,BRCA2,FANCC,BRCA2;FANCC,-0.5,0
689,A549_LUNG,BRCA2,NPM1,BRCA2;NPM1,-2.53,0
690,A549_LUNG,BRCA2,WRN,BRCA2;WRN,-0.74,0
691,A549_LUNG,BRCA2,ERCC4,BRCA2;ERCC4,-0.5,0
692,A549_LUNG,BRCA2,FANCF,BRCA2;FANCF,-0.57,0
693,A549_LUNG,BRCA2,BLM,BRCA2;BLM,-0.55,0
694,A549_LUNG,BRCA2,FLNA,BRCA2;FLNA,-3.54,0
695,A549_LUNG,BRCA2,ATRX,BRCA2;ATRX,-1.27,0
696,A549_LUNG,BRCA2,RAD51B,BRCA2;RAD51B,-0.5,0
697,A549_LUNG,BRCA2,ERCC5,BRCA2;ERCC5,-0.75,0
698,A549_LUNG,BRCA2,POLD1,BRCA2;POLD1,-0.94,0
699,A549_LUNG,BRCA2,RAD17,BRCA2;RAD17,-0.58,0
700,A549_LUNG,ERCC3,ATM,ERCC3;ATM,0.05,0
701,A549_LUNG,ERCC3,FEN1,ERCC3;FEN1,0.26,0
702,A549_LUNG,ERCC3,TCEA1,ERCC3;TCEA1,0.07,0
703,A549_LUNG,ERCC3,XPA,ERCC3;XPA,0.38,0
704,A549_LUNG,ERCC3,ERCC4,ERCC3;ERCC4,0.28,0
705,A549_LUNG,ERCC3,MYC,ERCC3;MYC,-0.05,0
706,A549_LUNG,ERCC3,ERCC5,ERCC3;ERCC5,0.34,0
707,A549_LUNG,SDHD,TMEM127,SDHD;TMEM127,0.39,0
708,A549_LUNG,SDHD,SDHA,SDHD;SDHA,0.39,0
709,A549_LUNG,SDHD,FH,SDHD;FH,0.35,0
710,A549_LUNG,SDHD,SDHC,SDHD;SDHC,0.56,0
711,A549_LUNG,SDHD,SDHB,SDHD;SDHB,0.4,0
712,A549_LUNG,ARAF,YWHAE,ARAF;YWHAE,-0.44,0
713,A549_LUNG,ARAF,RAF1,ARAF;RAF1,0.06,0
714,A549_LUNG,ARAF,HRAS,ARAF;HRAS,0.15,0
715,A549_LUNG,ARAF,BRAF,ARAF;BRAF,0.02,0
716,A549_LUNG,DNM2,EPS15,DNM2;EPS15,0.02,0
717,A549_LUNG,DNM2,SRC,DNM2;SRC,-0.86,0
